Location_ID,Zone,Aisle,Rack_ID,Shelf_ID,Bin_ID,Capacity_Units
LOC00959,B,AISLE-39,RACK-18,SHELF-02,BIN-00959,400
LOC00960,B,AISLE-40,RACK-13,SHELF-01,BIN-00960,300
LOC00961,B,AISLE-01,RACK-07,SHELF-05,BIN-00961,350
LOC00962,B,AISLE-02,RACK-14,SHELF-05,BIN-00962,300
LOC00963,B,AISLE-03,RACK-18,SHELF-02,BIN-00963,175
LOC00964,B,AISLE-04,RACK-03,SHELF-05,BIN-00964,400
LOC00965,B,AISLE-05,RACK-04,SHELF-05,BIN-00965,400
LOC00966,B,AISLE-06,RACK-11,SHELF-05,BIN-00966,150
LOC00967,B,AISLE-07,RACK-15,SHELF-02,BIN-00967,250
LOC00968,B,AISLE-08,RACK-13,SHELF-01,BIN-00968,150
LOC00969,B,AISLE-09,RACK-20,SHELF-04,BIN-00969,300
LOC00970,B,AISLE-10,RACK-16,SHELF-01,BIN-00970,150
LOC00971,B,AISLE-11,RACK-07,SHELF-02,BIN-00971,100
LOC00972,B,AISLE-12,RACK-05,SHELF-02,BIN-00972,400
LOC00973,B,AISLE-13,RACK-18,SHELF-03,BIN-00973,350
LOC00974,B,AISLE-14,RACK-20,SHELF-05,BIN-00974,400
LOC00975,B,AISLE-15,RACK-07,SHELF-02,BIN-00975,300
LOC00976,B,AISLE-16,RACK-10,SHELF-05,BIN-00976,250
LOC00977,B,AISLE-17,RACK-14,SHELF-03,BIN-00977,150
LOC00978,B,AISLE-18,RACK-19,SHELF-01,BIN-00978,350
LOC00979,B,AISLE-19,RACK-05,SHELF-03,BIN-00979,100
LOC00980,B,AISLE-20,RACK-12,SHELF-05,BIN-00980,100
LOC00981,B,AISLE-21,RACK-01,SHELF-05,BIN-00981,300
LOC00982,B,AISLE-22,RACK-04,SHELF-03,BIN-00982,100
LOC00983,B,AISLE-23,RACK-08,SHELF-04,BIN-00983,350
LOC00984,B,AISLE-24,RACK-11,SHELF-04,BIN-00984,350
LOC00985,B,AISLE-25,RACK-13,SHELF-04,BIN-00985,200
LOC00986,B,AISLE-26,RACK-06,SHELF-04,BIN-00986,175
LOC00987,B,AISLE-27,RACK-07,SHELF-05,BIN-00987,350
LOC00988,B,AISLE-28,RACK-12,SHELF-04,BIN-00988,175
LOC00989,B,AISLE-29,RACK-10,SHELF-02,BIN-00989,175
LOC00990,B,AISLE-30,RACK-01,SHELF-01,BIN-00990,100
LOC00991,B,AISLE-31,RACK-05,SHELF-04,BIN-00991,350
LOC00992,B,AISLE-32,RACK-05,SHELF-01,BIN-00992,175
LOC00993,B,AISLE-33,RACK-14,SHELF-04,BIN-00993,350
LOC00994,B,AISLE-34,RACK-20,SHELF-02,BIN-00994,400
LOC00995,B,AISLE-35,RACK-17,SHELF-04,BIN-00995,400
LOC00996,B,AISLE-36,RACK-13,SHELF-03,BIN-00996,200
LOC00997,B,AISLE-37,RACK-06,SHELF-04,BIN-00997,100
LOC00998,B,AISLE-38,RACK-19,SHELF-04,BIN-00998,200
LOC00999,B,AISLE-39,RACK-17,SHELF-03,BIN-00999,350
LOC01000,B,AISLE-40,RACK-18,SHELF-05,BIN-01000,300
LOC01001,B,AISLE-01,RACK-02,SHELF-01,BIN-01001,400
LOC01002,B,AISLE-02,RACK-12,SHELF-01,BIN-01002,400
LOC01003,B,AISLE-03,RACK-03,SHELF-02,BIN-01003,250
LOC01004,B,AISLE-04,RACK-15,SHELF-05,BIN-01004,150
LOC01005,B,AISLE-05,RACK-17,SHELF-05,BIN-01005,150
LOC01006,B,AISLE-06,RACK-08,SHELF-04,BIN-01006,150
LOC01007,B,AISLE-07,RACK-18,SHELF-05,BIN-01007,250
LOC01008,B,AISLE-08,RACK-20,SHELF-01,BIN-01008,300
LOC01009,B,AISLE-09,RACK-18,SHELF-01,BIN-01009,400
LOC01010,B,AISLE-10,RACK-15,SHELF-05,BIN-01010,400
LOC01011,B,AISLE-11,RACK-19,SHELF-03,BIN-01011,350
LOC01012,B,AISLE-12,RACK-12,SHELF-03,BIN-01012,250
LOC01013,B,AISLE-13,RACK-06,SHELF-01,BIN-01013,250
LOC01014,B,AISLE-14,RACK-19,SHELF-03,BIN-01014,100
LOC01015,B,AISLE-15,RACK-16,SHELF-05,BIN-01015,175
LOC01016,B,AISLE-16,RACK-19,SHELF-01,BIN-01016,250
LOC01017,B,AISLE-17,RACK-20,SHELF-01,BIN-01017,250
LOC01018,B,AISLE-18,RACK-16,SHELF-01,BIN-01018,175
LOC01019,B,AISLE-19,RACK-17,SHELF-01,BIN-01019,250
LOC01020,B,AISLE-20,RACK-09,SHELF-02,BIN-01020,250
LOC01021,B,AISLE-21,RACK-09,SHELF-03,BIN-01021,100
LOC01022,B,AISLE-22,RACK-04,SHELF-05,BIN-01022,175
LOC01023,B,AISLE-23,RACK-19,SHELF-02,BIN-01023,400
LOC01024,B,AISLE-24,RACK-12,SHELF-02,BIN-01024,250
LOC01025,B,AISLE-25,RACK-08,SHELF-04,BIN-01025,175
LOC01026,B,AISLE-26,RACK-17,SHELF-01,BIN-01026,300
LOC01027,B,AISLE-27,RACK-03,SHELF-02,BIN-01027,175
LOC01028,B,AISLE-28,RACK-16,SHELF-04,BIN-01028,350
LOC01029,B,AISLE-29,RACK-08,SHELF-04,BIN-01029,175
LOC01030,B,AISLE-30,RACK-07,SHELF-05,BIN-01030,300
LOC01031,B,AISLE-31,RACK-02,SHELF-03,BIN-01031,150
LOC01032,B,AISLE-32,RACK-02,SHELF-02,BIN-01032,400
LOC01033,B,AISLE-33,RACK-13,SHELF-04,BIN-01033,250
LOC01034,B,AISLE-34,RACK-16,SHELF-05,BIN-01034,200
LOC01035,B,AISLE-35,RACK-13,SHELF-04,BIN-01035,400
LOC01036,B,AISLE-36,RACK-09,SHELF-02,BIN-01036,350
LOC01037,B,AISLE-37,RACK-01,SHELF-03,BIN-01037,400
LOC01038,B,AISLE-38,RACK-13,SHELF-03,BIN-01038,100
LOC01039,B,AISLE-39,RACK-04,SHELF-05,BIN-01039,300
LOC01040,B,AISLE-40,RACK-14,SHELF-05,BIN-01040,250
LOC01041,B,AISLE-01,RACK-11,SHELF-03,BIN-01041,250
LOC01042,B,AISLE-02,RACK-04,SHELF-03,BIN-01042,350
LOC01043,B,AISLE-03,RACK-15,SHELF-02,BIN-01043,200
LOC01044,B,AISLE-04,RACK-17,SHELF-03,BIN-01044,175
LOC01045,B,AISLE-05,RACK-11,SHELF-05,BIN-01045,100
LOC01046,B,AISLE-06,RACK-01,SHELF-01,BIN-01046,100
LOC01047,B,AISLE-07,RACK-14,SHELF-01,BIN-01047,150
LOC01048,B,AISLE-08,RACK-15,SHELF-03,BIN-01048,200
LOC01049,B,AISLE-09,RACK-10,SHELF-03,BIN-01049,200
LOC01050,B,AISLE-10,RACK-02,SHELF-01,BIN-01050,150
LOC01051,B,AISLE-11,RACK-02,SHELF-05,BIN-01051,200
LOC01052,B,AISLE-12,RACK-20,SHELF-01,BIN-01052,150
LOC01053,B,AISLE-13,RACK-03,SHELF-05,BIN-01053,175
LOC01054,B,AISLE-14,RACK-13,SHELF-05,BIN-01054,175
LOC01055,B,AISLE-15,RACK-04,SHELF-02,BIN-01055,250
LOC01056,B,AISLE-16,RACK-10,SHELF-04,BIN-01056,150
LOC01057,B,AISLE-17,RACK-15,SHELF-03,BIN-01057,350
LOC01058,B,AISLE-18,RACK-11,SHELF-03,BIN-01058,175
LOC01059,B,AISLE-19,RACK-03,SHELF-03,BIN-01059,100
LOC01060,B,AISLE-20,RACK-13,SHELF-04,BIN-01060,300
LOC01061,B,AISLE-21,RACK-02,SHELF-03,BIN-01061,250
LOC01062,B,AISLE-22,RACK-06,SHELF-04,BIN-01062,150
LOC01063,B,AISLE-23,RACK-16,SHELF-02,BIN-01063,350
LOC01064,B,AISLE-24,RACK-06,SHELF-04,BIN-01064,150
LOC01065,B,AISLE-25,RACK-05,SHELF-05,BIN-01065,350
LOC01066,B,AISLE-26,RACK-07,SHELF-05,BIN-01066,150
LOC01067,B,AISLE-27,RACK-15,SHELF-03,BIN-01067,150
LOC01068,B,AISLE-28,RACK-02,SHELF-01,BIN-01068,150
LOC01069,B,AISLE-29,RACK-19,SHELF-03,BIN-01069,400
LOC01070,B,AISLE-30,RACK-01,SHELF-04,BIN-01070,175
LOC01071,B,AISLE-31,RACK-01,SHELF-01,BIN-01071,350
LOC01072,B,AISLE-32,RACK-09,SHELF-02,BIN-01072,300
LOC01073,B,AISLE-33,RACK-13,SHELF-05,BIN-01073,100
LOC01074,B,AISLE-34,RACK-17,SHELF-04,BIN-01074,400
LOC01075,B,AISLE-35,RACK-14,SHELF-04,BIN-01075,150
LOC01076,B,AISLE-36,RACK-18,SHELF-02,BIN-01076,100
LOC01077,B,AISLE-37,RACK-13,SHELF-04,BIN-01077,150
LOC01078,B,AISLE-38,RACK-19,SHELF-05,BIN-01078,300
LOC01079,B,AISLE-39,RACK-11,SHELF-03,BIN-01079,350
LOC01080,B,AISLE-40,RACK-02,SHELF-01,BIN-01080,300
LOC01081,B,AISLE-01,RACK-18,SHELF-03,BIN-01081,150
LOC01082,B,AISLE-02,RACK-15,SHELF-03,BIN-01082,200
LOC01083,B,AISLE-03,RACK-06,SHELF-05,BIN-01083,100
LOC01084,B,AISLE-04,RACK-13,SHELF-02,BIN-01084,250
LOC01085,B,AISLE-05,RACK-13,SHELF-01,BIN-01085,300
LOC01086,B,AISLE-06,RACK-16,SHELF-01,BIN-01086,400
LOC01087,B,AISLE-07,RACK-07,SHELF-02,BIN-01087,100
LOC01088,B,AISLE-08,RACK-07,SHELF-01,BIN-01088,200
LOC01089,B,AISLE-09,RACK-16,SHELF-04,BIN-01089,150
LOC01090,B,AISLE-10,RACK-18,SHELF-03,BIN-01090,400
LOC01091,B,AISLE-11,RACK-18,SHELF-04,BIN-01091,100
LOC01092,B,AISLE-12,RACK-02,SHELF-03,BIN-01092,100
LOC01093,B,AISLE-13,RACK-11,SHELF-01,BIN-01093,350
LOC01094,B,AISLE-14,RACK-04,SHELF-02,BIN-01094,400
LOC01095,B,AISLE-15,RACK-18,SHELF-02,BIN-01095,200
LOC01096,B,AISLE-16,RACK-03,SHELF-01,BIN-01096,175
LOC01097,B,AISLE-17,RACK-16,SHELF-01,BIN-01097,400
LOC01098,B,AISLE-18,RACK-20,SHELF-01,BIN-01098,200
LOC01099,B,AISLE-19,RACK-05,SHELF-01,BIN-01099,175
LOC01100,B,AISLE-20,RACK-02,SHELF-03,BIN-01100,150
LOC01101,B,AISLE-21,RACK-15,SHELF-05,BIN-01101,175
LOC01102,B,AISLE-22,RACK-19,SHELF-01,BIN-01102,150
LOC01103,B,AISLE-23,RACK-04,SHELF-04,BIN-01103,200
LOC01104,B,AISLE-24,RACK-03,SHELF-02,BIN-01104,350
LOC01105,B,AISLE-25,RACK-11,SHELF-04,BIN-01105,300
LOC01106,B,AISLE-26,RACK-04,SHELF-05,BIN-01106,175
LOC01107,B,AISLE-27,RACK-11,SHELF-02,BIN-01107,100
LOC01108,B,AISLE-28,RACK-19,SHELF-02,BIN-01108,300
LOC01109,B,AISLE-29,RACK-03,SHELF-01,BIN-01109,250
LOC01110,B,AISLE-30,RACK-05,SHELF-04,BIN-01110,175
LOC01111,B,AISLE-31,RACK-12,SHELF-05,BIN-01111,175
LOC01112,B,AISLE-32,RACK-15,SHELF-02,BIN-01112,100
LOC01113,B,AISLE-33,RACK-05,SHELF-01,BIN-01113,350
LOC01114,B,AISLE-34,RACK-06,SHELF-01,BIN-01114,400
LOC01115,B,AISLE-35,RACK-03,SHELF-01,BIN-01115,100
LOC01116,B,AISLE-36,RACK-06,SHELF-01,BIN-01116,250
LOC01117,B,AISLE-37,RACK-14,SHELF-04,BIN-01117,175
LOC01118,B,AISLE-38,RACK-07,SHELF-02,BIN-01118,250
LOC01119,B,AISLE-39,RACK-17,SHELF-04,BIN-01119,350
LOC01120,B,AISLE-40,RACK-08,SHELF-02,BIN-01120,100
LOC01121,B,AISLE-01,RACK-20,SHELF-02,BIN-01121,400
LOC01122,B,AISLE-02,RACK-20,SHELF-01,BIN-01122,250
LOC01123,B,AISLE-03,RACK-12,SHELF-04,BIN-01123,100
LOC01124,B,AISLE-04,RACK-18,SHELF-02,BIN-01124,200
LOC01125,B,AISLE-05,RACK-04,SHELF-05,BIN-01125,150
LOC01126,B,AISLE-06,RACK-20,SHELF-03,BIN-01126,200
LOC01127,B,AISLE-07,RACK-15,SHELF-02,BIN-01127,250
LOC01128,B,AISLE-08,RACK-02,SHELF-02,BIN-01128,150
LOC01129,B,AISLE-09,RACK-05,SHELF-04,BIN-01129,400
LOC01130,B,AISLE-10,RACK-06,SHELF-02,BIN-01130,100
LOC01131,B,AISLE-11,RACK-02,SHELF-03,BIN-01131,250
LOC01132,B,AISLE-12,RACK-07,SHELF-04,BIN-01132,250
LOC01133,B,AISLE-13,RACK-11,SHELF-05,BIN-01133,400
LOC01134,B,AISLE-14,RACK-02,SHELF-01,BIN-01134,100
LOC01135,B,AISLE-15,RACK-18,SHELF-02,BIN-01135,175
LOC01136,B,AISLE-16,RACK-01,SHELF-04,BIN-01136,150
LOC01137,B,AISLE-17,RACK-03,SHELF-02,BIN-01137,400
LOC01138,B,AISLE-18,RACK-19,SHELF-05,BIN-01138,300
LOC01139,B,AISLE-19,RACK-14,SHELF-02,BIN-01139,300
LOC01140,B,AISLE-20,RACK-08,SHELF-01,BIN-01140,300
LOC01141,B,AISLE-21,RACK-08,SHELF-01,BIN-01141,200
LOC01142,B,AISLE-22,RACK-14,SHELF-02,BIN-01142,350
LOC01143,B,AISLE-23,RACK-08,SHELF-01,BIN-01143,400
LOC01144,B,AISLE-24,RACK-19,SHELF-04,BIN-01144,100
LOC01145,B,AISLE-25,RACK-14,SHELF-02,BIN-01145,200
LOC01146,B,AISLE-26,RACK-20,SHELF-04,BIN-01146,175
LOC01147,B,AISLE-27,RACK-13,SHELF-03,BIN-01147,175
LOC01148,B,AISLE-28,RACK-15,SHELF-02,BIN-01148,300
LOC01149,B,AISLE-29,RACK-09,SHELF-02,BIN-01149,300
LOC01150,B,AISLE-30,RACK-05,SHELF-01,BIN-01150,100
LOC01151,B,AISLE-31,RACK-09,SHELF-02,BIN-01151,150
LOC01152,B,AISLE-32,RACK-15,SHELF-04,BIN-01152,350
LOC01153,B,AISLE-33,RACK-06,SHELF-03,BIN-01153,200
LOC01154,B,AISLE-34,RACK-10,SHELF-05,BIN-01154,175
LOC01155,B,AISLE-35,RACK-20,SHELF-02,BIN-01155,200
LOC01156,B,AISLE-36,RACK-03,SHELF-04,BIN-01156,400
LOC01157,B,AISLE-37,RACK-07,SHELF-05,BIN-01157,400
LOC01158,B,AISLE-38,RACK-15,SHELF-03,BIN-01158,100
LOC01159,B,AISLE-39,RACK-14,SHELF-02,BIN-01159,200
LOC01160,B,AISLE-40,RACK-11,SHELF-04,BIN-01160,200
LOC01161,B,AISLE-01,RACK-19,SHELF-02,BIN-01161,100
LOC01162,B,AISLE-02,RACK-14,SHELF-01,BIN-01162,100
LOC01163,B,AISLE-03,RACK-16,SHELF-05,BIN-01163,100
LOC01164,B,AISLE-04,RACK-14,SHELF-05,BIN-01164,350
LOC01165,B,AISLE-05,RACK-16,SHELF-01,BIN-01165,400
LOC01166,B,AISLE-06,RACK-16,SHELF-02,BIN-01166,150
LOC01167,B,AISLE-07,RACK-18,SHELF-01,BIN-01167,350
LOC01168,B,AISLE-08,RACK-07,SHELF-02,BIN-01168,300
LOC01169,B,AISLE-09,RACK-10,SHELF-02,BIN-01169,150
LOC01170,B,AISLE-10,RACK-01,SHELF-04,BIN-01170,250
LOC01171,B,AISLE-11,RACK-06,SHELF-04,BIN-01171,100
LOC01172,B,AISLE-12,RACK-15,SHELF-04,BIN-01172,175
LOC01173,B,AISLE-13,RACK-13,SHELF-02,BIN-01173,300
LOC01174,B,AISLE-14,RACK-15,SHELF-01,BIN-01174,150
LOC01175,B,AISLE-15,RACK-13,SHELF-03,BIN-01175,100
LOC01176,B,AISLE-16,RACK-10,SHELF-04,BIN-01176,250
LOC01177,B,AISLE-17,RACK-20,SHELF-05,BIN-01177,200
LOC01178,B,AISLE-18,RACK-03,SHELF-05,BIN-01178,300
LOC01179,B,AISLE-19,RACK-02,SHELF-05,BIN-01179,300
LOC01180,B,AISLE-20,RACK-02,SHELF-01,BIN-01180,350
LOC01181,B,AISLE-21,RACK-12,SHELF-04,BIN-01181,100
LOC01182,B,AISLE-22,RACK-12,SHELF-03,BIN-01182,175
LOC01183,B,AISLE-23,RACK-18,SHELF-01,BIN-01183,200
LOC01184,B,AISLE-24,RACK-05,SHELF-03,BIN-01184,200
LOC01185,B,AISLE-25,RACK-18,SHELF-01,BIN-01185,400
LOC01186,B,AISLE-26,RACK-19,SHELF-02,BIN-01186,200
LOC01187,B,AISLE-27,RACK-11,SHELF-03,BIN-01187,250
LOC01188,B,AISLE-28,RACK-17,SHELF-04,BIN-01188,250
LOC01189,B,AISLE-29,RACK-02,SHELF-01,BIN-01189,300
LOC01190,B,AISLE-30,RACK-12,SHELF-04,BIN-01190,400
LOC01191,B,AISLE-31,RACK-17,SHELF-05,BIN-01191,150
LOC01192,B,AISLE-32,RACK-16,SHELF-05,BIN-01192,250
LOC01193,B,AISLE-33,RACK-15,SHELF-05,BIN-01193,300
LOC01194,B,AISLE-34,RACK-03,SHELF-02,BIN-01194,400
LOC01195,B,AISLE-35,RACK-03,SHELF-01,BIN-01195,350
LOC01196,B,AISLE-36,RACK-06,SHELF-03,BIN-01196,150
LOC01197,B,AISLE-37,RACK-04,SHELF-02,BIN-01197,250
LOC01198,B,AISLE-38,RACK-04,SHELF-02,BIN-01198,400
LOC01199,B,AISLE-39,RACK-05,SHELF-02,BIN-01199,100
LOC01200,B,AISLE-40,RACK-10,SHELF-04,BIN-01200,175
LOC01201,B,AISLE-01,RACK-16,SHELF-03,BIN-01201,350
LOC01202,B,AISLE-02,RACK-15,SHELF-01,BIN-01202,250
LOC01203,B,AISLE-03,RACK-07,SHELF-01,BIN-01203,100
LOC01204,B,AISLE-04,RACK-08,SHELF-05,BIN-01204,300
LOC01205,B,AISLE-05,RACK-14,SHELF-05,BIN-01205,300
LOC01206,B,AISLE-06,RACK-11,SHELF-04,BIN-01206,400
LOC01207,B,AISLE-07,RACK-15,SHELF-03,BIN-01207,175
LOC01208,B,AISLE-08,RACK-10,SHELF-02,BIN-01208,250
LOC01209,B,AISLE-09,RACK-08,SHELF-04,BIN-01209,300
LOC01210,B,AISLE-10,RACK-10,SHELF-01,BIN-01210,175
LOC01211,B,AISLE-11,RACK-12,SHELF-03,BIN-01211,400
LOC01212,B,AISLE-12,RACK-06,SHELF-05,BIN-01212,175
LOC01213,B,AISLE-13,RACK-18,SHELF-03,BIN-01213,175
LOC01214,B,AISLE-14,RACK-06,SHELF-02,BIN-01214,175
LOC01215,B,AISLE-15,RACK-08,SHELF-01,BIN-01215,100
LOC01216,B,AISLE-16,RACK-11,SHELF-05,BIN-01216,175
LOC01217,B,AISLE-17,RACK-15,SHELF-03,BIN-01217,300
LOC01218,B,AISLE-18,RACK-06,SHELF-02,BIN-01218,100
LOC01219,B,AISLE-19,RACK-11,SHELF-03,BIN-01219,175
LOC01220,B,AISLE-20,RACK-12,SHELF-04,BIN-01220,175
LOC01221,B,AISLE-21,RACK-18,SHELF-03,BIN-01221,150
LOC01222,B,AISLE-22,RACK-01,SHELF-04,BIN-01222,400
LOC01223,B,AISLE-23,RACK-05,SHELF-04,BIN-01223,300
LOC01224,B,AISLE-24,RACK-05,SHELF-01,BIN-01224,300
LOC01225,B,AISLE-25,RACK-10,SHELF-04,BIN-01225,250
LOC01226,B,AISLE-26,RACK-19,SHELF-02,BIN-01226,400
LOC01227,B,AISLE-27,RACK-11,SHELF-01,BIN-01227,400
LOC01228,B,AISLE-28,RACK-02,SHELF-02,BIN-01228,150
LOC01229,B,AISLE-29,RACK-10,SHELF-01,BIN-01229,350
LOC01230,B,AISLE-30,RACK-20,SHELF-02,BIN-01230,400
LOC01231,B,AISLE-31,RACK-12,SHELF-01,BIN-01231,300
LOC01232,B,AISLE-32,RACK-02,SHELF-05,BIN-01232,200
LOC01233,B,AISLE-33,RACK-19,SHELF-05,BIN-01233,200
LOC01234,B,AISLE-34,RACK-09,SHELF-02,BIN-01234,100
LOC01235,B,AISLE-35,RACK-03,SHELF-05,BIN-01235,400
LOC01236,B,AISLE-36,RACK-03,SHELF-05,BIN-01236,350
LOC01237,B,AISLE-37,RACK-07,SHELF-04,BIN-01237,300
LOC01238,B,AISLE-38,RACK-20,SHELF-05,BIN-01238,100
LOC01239,B,AISLE-39,RACK-12,SHELF-04,BIN-01239,175
LOC01240,B,AISLE-40,RACK-14,SHELF-03,BIN-01240,350
LOC01241,B,AISLE-01,RACK-12,SHELF-01,BIN-01241,250
LOC01242,B,AISLE-02,RACK-12,SHELF-03,BIN-01242,250
LOC01243,B,AISLE-03,RACK-15,SHELF-05,BIN-01243,150
LOC01244,B,AISLE-04,RACK-07,SHELF-04,BIN-01244,350
LOC01245,B,AISLE-05,RACK-15,SHELF-03,BIN-01245,175
LOC01246,B,AISLE-06,RACK-14,SHELF-04,BIN-01246,175
LOC01247,B,AISLE-07,RACK-19,SHELF-05,BIN-01247,150
LOC01248,B,AISLE-08,RACK-05,SHELF-02,BIN-01248,250
LOC01249,B,AISLE-09,RACK-16,SHELF-05,BIN-01249,300
LOC01250,B,AISLE-10,RACK-03,SHELF-05,BIN-01250,350
LOC01251,B,AISLE-11,RACK-03,SHELF-01,BIN-01251,350
LOC01252,B,AISLE-12,RACK-09,SHELF-04,BIN-01252,175
LOC01253,B,AISLE-13,RACK-18,SHELF-04,BIN-01253,175
LOC01254,B,AISLE-14,RACK-07,SHELF-02,BIN-01254,350
LOC01255,B,AISLE-15,RACK-10,SHELF-05,BIN-01255,400
LOC01256,B,AISLE-16,RACK-02,SHELF-03,BIN-01256,250
LOC01257,B,AISLE-17,RACK-16,SHELF-05,BIN-01257,400
LOC01258,B,AISLE-18,RACK-08,SHELF-01,BIN-01258,100
LOC01259,B,AISLE-19,RACK-05,SHELF-03,BIN-01259,250
LOC01260,B,AISLE-20,RACK-16,SHELF-01,BIN-01260,250
LOC01261,B,AISLE-21,RACK-14,SHELF-02,BIN-01261,400
LOC01262,B,AISLE-22,RACK-08,SHELF-01,BIN-01262,150
LOC01263,B,AISLE-23,RACK-09,SHELF-04,BIN-01263,150
LOC01264,B,AISLE-24,RACK-20,SHELF-03,BIN-01264,400
LOC01265,B,AISLE-25,RACK-19,SHELF-04,BIN-01265,250
LOC01266,B,AISLE-26,RACK-16,SHELF-01,BIN-01266,300
LOC01267,B,AISLE-27,RACK-17,SHELF-05,BIN-01267,100
LOC01268,B,AISLE-28,RACK-09,SHELF-02,BIN-01268,100
LOC01269,B,AISLE-29,RACK-05,SHELF-03,BIN-01269,400
LOC01270,B,AISLE-30,RACK-05,SHELF-03,BIN-01270,175
LOC01271,B,AISLE-31,RACK-02,SHELF-03,BIN-01271,300
LOC01272,B,AISLE-32,RACK-14,SHELF-03,BIN-01272,100
LOC01273,B,AISLE-33,RACK-10,SHELF-03,BIN-01273,150
LOC01274,B,AISLE-34,RACK-17,SHELF-02,BIN-01274,175
LOC01275,B,AISLE-35,RACK-04,SHELF-05,BIN-01275,175
LOC01276,B,AISLE-36,RACK-18,SHELF-03,BIN-01276,300
LOC01277,B,AISLE-37,RACK-10,SHELF-03,BIN-01277,300
LOC01278,B,AISLE-38,RACK-04,SHELF-05,BIN-01278,300
LOC01279,B,AISLE-39,RACK-05,SHELF-01,BIN-01279,175
LOC01280,B,AISLE-40,RACK-17,SHELF-03,BIN-01280,300
LOC01281,B,AISLE-01,RACK-16,SHELF-04,BIN-01281,300
LOC01282,B,AISLE-02,RACK-06,SHELF-01,BIN-01282,200
LOC01283,B,AISLE-03,RACK-05,SHELF-05,BIN-01283,200
LOC01284,B,AISLE-04,RACK-07,SHELF-05,BIN-01284,150
LOC01285,B,AISLE-05,RACK-14,SHELF-04,BIN-01285,150
LOC01286,B,AISLE-06,RACK-04,SHELF-02,BIN-01286,100
LOC01287,B,AISLE-07,RACK-16,SHELF-03,BIN-01287,250
LOC01288,B,AISLE-08,RACK-12,SHELF-02,BIN-01288,400
LOC01289,B,AISLE-09,RACK-20,SHELF-05,BIN-01289,300
LOC01290,B,AISLE-10,RACK-06,SHELF-03,BIN-01290,100
LOC01291,B,AISLE-11,RACK-04,SHELF-02,BIN-01291,175
LOC01292,B,AISLE-12,RACK-05,SHELF-02,BIN-01292,250
LOC01293,B,AISLE-13,RACK-05,SHELF-02,BIN-01293,175
LOC01294,B,AISLE-14,RACK-03,SHELF-04,BIN-01294,150
LOC01295,B,AISLE-15,RACK-03,SHELF-01,BIN-01295,400
LOC01296,B,AISLE-16,RACK-14,SHELF-01,BIN-01296,200
LOC01297,B,AISLE-17,RACK-04,SHELF-01,BIN-01297,100
LOC01298,B,AISLE-18,RACK-16,SHELF-01,BIN-01298,250
LOC01299,B,AISLE-19,RACK-02,SHELF-01,BIN-01299,250
LOC01300,B,AISLE-20,RACK-01,SHELF-01,BIN-01300,150
LOC01301,B,AISLE-21,RACK-20,SHELF-02,BIN-01301,200
LOC01302,B,AISLE-22,RACK-06,SHELF-03,BIN-01302,100
LOC01303,B,AISLE-23,RACK-03,SHELF-02,BIN-01303,250
LOC01304,B,AISLE-24,RACK-19,SHELF-03,BIN-01304,300
LOC01305,B,AISLE-25,RACK-06,SHELF-05,BIN-01305,200
LOC01306,B,AISLE-26,RACK-17,SHELF-05,BIN-01306,150
LOC01307,B,AISLE-27,RACK-04,SHELF-05,BIN-01307,100
LOC01308,B,AISLE-28,RACK-17,SHELF-02,BIN-01308,200
LOC01309,B,AISLE-29,RACK-10,SHELF-02,BIN-01309,100
LOC01310,B,AISLE-30,RACK-04,SHELF-02,BIN-01310,400
LOC01311,B,AISLE-31,RACK-12,SHELF-05,BIN-01311,175
LOC01312,B,AISLE-32,RACK-15,SHELF-01,BIN-01312,175
LOC01313,B,AISLE-33,RACK-12,SHELF-04,BIN-01313,350
LOC01314,B,AISLE-34,RACK-07,SHELF-05,BIN-01314,200
LOC01315,B,AISLE-35,RACK-14,SHELF-01,BIN-01315,300
LOC01316,B,AISLE-36,RACK-04,SHELF-04,BIN-01316,150
LOC01317,B,AISLE-37,RACK-17,SHELF-02,BIN-01317,400
LOC01318,B,AISLE-38,RACK-12,SHELF-03,BIN-01318,100
LOC01319,B,AISLE-39,RACK-03,SHELF-03,BIN-01319,400
LOC01320,B,AISLE-40,RACK-04,SHELF-04,BIN-01320,250
LOC01321,B,AISLE-01,RACK-15,SHELF-05,BIN-01321,250
LOC01322,B,AISLE-02,RACK-15,SHELF-02,BIN-01322,350
LOC01323,B,AISLE-03,RACK-10,SHELF-04,BIN-01323,200
LOC01324,B,AISLE-04,RACK-03,SHELF-04,BIN-01324,300
LOC01325,B,AISLE-05,RACK-06,SHELF-01,BIN-01325,400
LOC01326,B,AISLE-06,RACK-04,SHELF-04,BIN-01326,400
LOC01327,B,AISLE-07,RACK-17,SHELF-01,BIN-01327,150
LOC01328,B,AISLE-08,RACK-05,SHELF-04,BIN-01328,350
LOC01329,B,AISLE-09,RACK-19,SHELF-01,BIN-01329,175
LOC01330,B,AISLE-10,RACK-03,SHELF-03,BIN-01330,200
LOC01331,B,AISLE-11,RACK-11,SHELF-02,BIN-01331,350
LOC01332,B,AISLE-12,RACK-04,SHELF-02,BIN-01332,350
LOC01333,B,AISLE-13,RACK-16,SHELF-03,BIN-01333,250
LOC01334,B,AISLE-14,RACK-13,SHELF-03,BIN-01334,400
LOC01335,B,AISLE-15,RACK-20,SHELF-04,BIN-01335,400
