Order_ID,Product_ID,Product_Name,Category,Required_Quantity,Order_Priority,Order_Date,Requested_By,Order_Status
ORD01100,P00765,Plus Wireless Mouse (White),Electronics,6,High,2026-07-16 17:17,Customer-16045,Picked
ORD01101,P00641,Standard Keyboard (Beige),Electronics,2,Urgent,2026-07-10 09:40,Customer-16028,Picked
ORD01102,P00757,Classic Door Mat (Beige),Home,3,Medium,2026-08-07 08:42,Customer-11174,Picking
ORD01103,P00433,Premium Charger (Black),Electronics,7,Low,2026-08-30 01:09,Customer-16895,Cancelled
ORD01104,P00027,Mini Belt (Silver),Accessories,5,Urgent,2026-08-28 22:11,Customer-15129,Cancelled
ORD01105,P00412,Plus Table Lamp (Red),Home,8,Urgent,2026-07-28 12:12,Customer-14069,Picking
ORD01106,P00435,Lite Webcam (Beige),Electronics,3,Medium,2026-07-25 06:28,Customer-15323,Picking
ORD01107,P00733,Lite Pen Set (Green),Stationery,1,Low,2026-07-15 04:31,Customer-15245,Picked
ORD01108,P00744,Mini Power Bank (Blue),Electronics,3,Low,2026-07-21 11:20,Customer-11100,Picked
ORD01109,P00226,Lite Webcam (Green),Electronics,1,High,2026-07-28 03:48,Customer-17839,Pending
ORD01110,P00354,Plus Calculator (White),Stationery,5,High,2026-07-14 14:16,Customer-11962,Pending
ORD01111,P00624,Deluxe Sports Shoes (Red),Footwear,6,Low,2026-07-06 21:54,Customer-18740,Picking
ORD01112,P00667,Lite Water Bottle (Beige),Home,6,High,2026-07-03 17:53,Customer-11278,Picking
ORD01113,P00168,Plus Keyboard (Silver),Electronics,3,Low,2026-08-03 01:58,Customer-14516,Cancelled
ORD01114,P00455,Lite Photo Frame (Red),Home,8,Low,2026-07-26 15:26,Customer-11011,Shipped
ORD01115,P00449,Classic Sticky Notes (Blue),Stationery,7,Medium,2026-08-29 05:05,Customer-14617,Picking
ORD01116,P00519,Classic Stapler (Silver),Stationery,4,Urgent,2026-08-07 15:28,Customer-17646,Pending
ORD01117,P00472,Mini Desk Organizer (Blue),Stationery,2,Urgent,2026-08-17 17:08,Customer-11133,Pending
ORD01118,P00112,Max Calculator (Green),Stationery,5,Medium,2026-07-13 07:21,Customer-18580,Pending
ORD01119,P00381,Premium Slippers (Blue),Footwear,5,High,2026-08-05 15:44,Customer-11716,Pending
ORD01120,P00757,Classic Door Mat (Beige),Home,8,Medium,2026-08-16 08:30,Customer-19607,Pending
ORD01121,P00027,Mini Belt (Silver),Accessories,5,Urgent,2026-07-26 10:30,Customer-10895,Pending
ORD01122,P00450,Classic Highlighter Set (Blue),Stationery,4,Urgent,2026-07-16 10:23,Customer-14807,Cancelled
ORD01123,P00178,Standard USB-C Cable (Silver),Electronics,5,High,2026-07-03 19:12,Customer-10266,Shipped
ORD01124,P00297,Max Door Mat (Green),Home,5,Urgent,2026-07-06 03:38,Customer-12131,Pending
ORD01125,P00061,Compact Monitor (Black),Electronics,1,Medium,2026-08-11 17:26,Customer-13390,Pending
ORD01126,P00030,Deluxe Candle Holder (Silver),Home,6,Urgent,2026-08-01 16:15,Customer-13555,Pending
ORD01127,P00374,Pro Cap (White),Accessories,8,Medium,2026-08-17 12:44,Customer-10637,Shipped
ORD01128,P00426,Compact Calculator (Black),Stationery,7,Low,2026-07-02 09:41,Customer-15860,Pending
ORD01129,P00274,Deluxe Belt (Green),Accessories,5,High,2026-07-11 13:26,Customer-15661,Pending
ORD01130,P00341,Mini Photo Frame (Green),Home,1,Medium,2026-08-06 16:40,Customer-11973,Picked
ORD01131,P00737,Pro Laptop Stand (Red),Electronics,8,Low,2026-07-12 23:27,Customer-10847,Picking
ORD01132,P00067,Lite Sneakers (Red),Footwear,4,Low,2026-08-01 04:46,Customer-11881,Pending
ORD01133,P00343,Mini Bluetooth Speaker (Black),Electronics,2,Urgent,2026-07-12 02:52,Customer-17117,Picking
ORD01134,P00743,Mini Pen Set (Beige),Stationery,2,Medium,2026-08-12 20:39,Customer-13404,Picked
ORD01135,P00632,Deluxe Backpack (Silver),Accessories,5,Urgent,2026-07-18 13:11,Customer-10585,Shipped
ORD01136,P00108,Plus File Folder (Green),Stationery,7,Medium,2026-08-28 21:44,Customer-10170,Picked
ORD01137,P00715,Deluxe File Folder (White),Stationery,3,Medium,2026-08-15 09:52,Customer-15697,Picking
ORD01138,P00125,Premium USB-C Cable (White),Electronics,8,High,2026-07-04 06:42,Customer-18179,Pending
ORD01139,P00192,Classic Backpack (Grey),Accessories,1,Low,2026-07-14 06:07,Customer-12376,Picked
ORD01140,P00752,Max Sports Shoes (Silver),Footwear,5,Medium,2026-07-03 21:33,Customer-12896,Picked
ORD01141,P00021,Max Backpack (Black),Accessories,7,Urgent,2026-08-19 22:51,Customer-19989,Shipped
ORD01142,P00691,Deluxe Travel Pouch (White),Accessories,3,Medium,2026-08-23 23:23,Customer-13772,Picking
ORD01143,P00418,Lite Earbuds (Red),Electronics,2,Urgent,2026-07-04 13:08,Customer-19540,Cancelled
ORD01144,P00589,Premium Sneakers (Green),Footwear,2,Urgent,2026-07-22 14:56,Customer-14405,Pending
ORD01145,P00027,Mini Belt (Silver),Accessories,2,High,2026-08-24 03:58,Customer-17400,Pending
ORD01146,P00602,Plus Bed Sheet Set (Beige),Home,3,Low,2026-07-13 08:28,Customer-15011,Pending
ORD01147,P00344,Premium Power Bank (Beige),Electronics,5,High,2026-08-23 19:24,Customer-15831,Picked
ORD01148,P00652,Plus Smart Watch (Black),Electronics,5,Medium,2026-07-18 10:48,Customer-10720,Picking
ORD01149,P00415,Premium Storage Box (Silver),Home,5,High,2026-08-08 19:25,Customer-17851,Picking
ORD01150,P00546,Classic Cap (White),Accessories,7,Low,2026-08-09 10:58,Customer-14562,Cancelled
ORD01151,P00065,Lite Keyboard (Silver),Electronics,1,Medium,2026-07-08 13:20,Customer-11148,Picking
ORD01152,P00580,Plus Keyboard (White),Electronics,3,Low,2026-08-28 07:17,Customer-12431,Picked
ORD01153,P00194,Premium Stapler (Silver),Stationery,7,Low,2026-07-02 18:00,Customer-17712,Shipped
ORD01154,P00633,Classic Water Bottle (Beige),Home,4,Low,2026-08-17 00:38,Customer-17463,Shipped
ORD01155,P00520,Deluxe Keychain (Red),Accessories,1,Low,2026-07-07 01:35,Customer-10049,Cancelled
ORD01156,P00708,Standard Sports Shoes (Black),Footwear,5,Urgent,2026-07-13 06:22,Customer-18246,Cancelled
ORD01157,P00229,Plus Flip Flops (Silver),Footwear,6,Urgent,2026-08-27 14:55,Customer-13587,Picking
ORD01158,P00761,Max Wall Clock (Beige),Home,6,Low,2026-07-09 20:05,Customer-19442,Picking
ORD01159,P00057,Max USB-C Cable (Red),Electronics,3,High,2026-08-21 03:32,Customer-17082,Shipped
ORD01160,P00086,Deluxe Cap (Red),Accessories,3,Urgent,2026-08-05 06:14,Customer-11349,Shipped
ORD01161,P00155,Pro Belt (Black),Accessories,6,Urgent,2026-08-23 16:04,Customer-12300,Shipped
ORD01162,P00660,Mini Sports Shoes (Beige),Footwear,1,Low,2026-08-06 12:22,Customer-19608,Shipped
ORD01163,P00795,Pro Sunglasses (Black),Accessories,2,Urgent,2026-07-11 01:04,Customer-19087,Picked
ORD01164,P00002,Pro Sandals (White),Footwear,1,High,2026-07-22 18:54,Customer-17823,Shipped
ORD01165,P00496,Compact Slippers (Silver),Footwear,7,Urgent,2026-07-20 16:37,Customer-18661,Shipped
ORD01166,P00235,Pro Laptop Stand (Blue),Electronics,4,Medium,2026-07-19 19:43,Customer-10721,Shipped
ORD01167,P00401,Max Umbrella (Green),Accessories,8,Low,2026-08-06 19:25,Customer-10140,Picked
ORD01168,P00363,Pro Sunglasses (White),Accessories,1,Urgent,2026-07-02 19:15,Customer-15566,Pending
ORD01169,P00696,Standard Photo Frame (Silver),Home,1,High,2026-08-25 09:06,Customer-10705,Shipped
ORD01170,P00641,Standard Keyboard (Beige),Electronics,3,Medium,2026-08-26 14:33,Customer-10785,Cancelled
ORD01171,P00780,Pro Candle Holder (Red),Home,1,Medium,2026-08-15 23:12,Customer-16074,Shipped
ORD01172,P00303,Compact Tablet Stand (Red),Electronics,2,Medium,2026-07-29 08:45,Customer-11106,Picking
ORD01173,P00268,Lite Keychain (Beige),Accessories,7,Urgent,2026-07-20 05:20,Customer-16429,Pending
ORD01174,P00381,Premium Slippers (Blue),Footwear,3,Urgent,2026-07-02 04:04,Customer-17212,Shipped
ORD01175,P00095,Plus Backpack (Red),Accessories,2,Urgent,2026-08-22 21:47,Customer-15087,Cancelled
ORD01176,P00550,Lite Wireless Mouse (White),Electronics,7,Low,2026-07-20 03:49,Customer-18550,Picked
ORD01177,P00625,Plus Bed Sheet Set (Grey),Home,4,High,2026-07-02 07:20,Customer-11534,Shipped
ORD01178,P00454,Mini Router (Green),Electronics,2,Urgent,2026-07-26 09:39,Customer-17835,Shipped
ORD01179,P00450,Classic Highlighter Set (Blue),Stationery,6,Urgent,2026-07-31 07:06,Customer-10665,Picked
ORD01180,P00193,Pro Slippers (Black),Footwear,6,High,2026-08-14 22:31,Customer-11723,Picked
ORD01181,P00457,Compact File Folder (White),Stationery,3,High,2026-08-02 06:13,Customer-15279,Pending
ORD01182,P00734,Premium Notebook (Red),Stationery,4,Low,2026-08-19 00:06,Customer-10586,Picking
ORD01183,P00598,Mini Boots (Red),Footwear,4,Low,2026-07-06 08:38,Customer-18121,Picked
ORD01184,P00569,Pro Hiking Boots (Silver),Footwear,8,Medium,2026-08-09 01:55,Customer-16482,Shipped
ORD01185,P00377,Max Curtain (Green),Home,6,Urgent,2026-07-19 12:17,Customer-15168,Picking
ORD01186,P00265,Premium Wall Clock (Grey),Home,8,Medium,2026-08-30 04:50,Customer-13308,Cancelled
ORD01187,P00140,Compact Photo Frame (Silver),Home,1,Urgent,2026-08-15 04:33,Customer-12798,Pending
ORD01188,P00470,Pro Loafers (Silver),Footwear,1,Urgent,2026-08-19 16:04,Customer-13399,Shipped
ORD01189,P00553,Plus Formal Shoes (Blue),Footwear,1,Urgent,2026-07-09 02:25,Customer-10050,Picking
ORD01190,P00650,Deluxe Marker Pack (Beige),Stationery,1,High,2026-07-14 01:03,Customer-13921,Picked
ORD01191,P00100,Standard Formal Shoes (Black),Footwear,1,Urgent,2026-08-06 20:46,Customer-19450,Shipped
ORD01192,P00356,Plus Table Lamp (Beige),Home,6,Urgent,2026-08-14 12:22,Customer-16562,Shipped
ORD01193,P00087,Lite Belt (Silver),Accessories,1,Low,2026-08-21 04:48,Customer-16492,Picked
ORD01194,P00320,Deluxe Bed Sheet Set (Beige),Home,1,Medium,2026-07-25 04:46,Customer-13659,Cancelled
ORD01195,P00296,Plus Charger (Red),Electronics,2,Low,2026-08-06 06:55,Customer-12315,Picking
ORD01196,P00707,Standard Cushion (Blue),Home,8,Low,2026-07-16 08:58,Customer-12166,Shipped
ORD01197,P00108,Plus File Folder (Green),Stationery,6,Medium,2026-07-02 16:45,Customer-10616,Picking
ORD01198,P00742,Lite Cap (Grey),Accessories,1,High,2026-08-04 17:32,Customer-18572,Picked
ORD01199,P00423,Classic Watch Strap (Green),Accessories,6,High,2026-08-02 09:02,Customer-11491,Cancelled
ORD01200,P00602,Plus Bed Sheet Set (Beige),Home,7,Low,2026-07-29 20:38,Customer-14098,Cancelled
ORD01201,P00590,Max Boots (White),Footwear,4,Low,2026-07-20 18:31,Customer-14496,Picked
ORD01202,P00195,Mini Photo Frame (Black),Home,2,Urgent,2026-08-25 04:53,Customer-12887,Picking
ORD01203,P00555,Deluxe Cap (Red),Accessories,8,Low,2026-07-27 18:19,Customer-11380,Picked
ORD01204,P00311,Premium Laptop Stand (Green),Electronics,4,High,2026-07-24 05:05,Customer-17228,Picking
ORD01205,P00387,Plus Sticky Notes (Grey),Stationery,1,Urgent,2026-08-28 15:04,Customer-18390,Picked
ORD01206,P00449,Classic Sticky Notes (Blue),Stationery,4,Low,2026-07-31 21:32,Customer-19877,Picked
ORD01207,P00454,Mini Router (Green),Electronics,4,Urgent,2026-08-05 17:05,Customer-18661,Picking
ORD01208,P00670,Lite Sandals (Grey),Footwear,3,Urgent,2026-07-24 04:53,Customer-10213,Picking
ORD01209,P00293,Plus Door Mat (Beige),Home,3,Low,2026-08-24 00:49,Customer-18801,Picked
ORD01210,P00161,Deluxe Wallet (Black),Accessories,5,Low,2026-07-19 10:43,Customer-11284,Picked
ORD01211,P00072,Max Pen Set (Beige),Stationery,2,Low,2026-07-15 12:45,Customer-18059,Shipped
ORD01212,P00753,Lite Handbag (Green),Accessories,7,Urgent,2026-07-01 09:53,Customer-11452,Pending
ORD01213,P00388,Deluxe Storage Box (White),Home,6,Low,2026-08-08 21:13,Customer-18225,Picking
ORD01214,P00723,Premium Sticky Notes (Grey),Stationery,3,Medium,2026-07-29 06:09,Customer-16906,Picked
ORD01215,P00566,Premium Sandals (Blue),Footwear,4,Medium,2026-07-12 21:43,Customer-14104,Pending
ORD01216,P00644,Pro Keychain (Black),Accessories,5,Medium,2026-08-29 23:40,Customer-15517,Pending
ORD01217,P00706,Plus Sticky Notes (Beige),Stationery,7,High,2026-07-22 04:02,Customer-18634,Picking
ORD01218,P00765,Plus Wireless Mouse (White),Electronics,7,Low,2026-07-24 02:20,Customer-19874,Pending
ORD01219,P00536,Lite Sunglasses (Black),Accessories,5,Medium,2026-07-11 21:42,Customer-19947,Cancelled
ORD01220,P00401,Max Umbrella (Green),Accessories,3,Low,2026-07-04 23:08,Customer-15418,Picking
ORD01221,P00188,Deluxe Calculator (Grey),Stationery,4,Urgent,2026-08-20 14:22,Customer-15645,Picking
ORD01222,P00023,Plus Hiking Boots (Red),Footwear,1,Low,2026-08-13 15:12,Customer-19845,Pending
ORD01223,P00633,Classic Water Bottle (Beige),Home,5,Low,2026-07-04 20:43,Customer-18460,Shipped
ORD01224,P00024,Premium Candle Holder (Blue),Home,6,Urgent,2026-07-07 21:22,Customer-18447,Picking
ORD01225,P00245,Max Photo Frame (Red),Home,6,Urgent,2026-07-26 05:26,Customer-12938,Cancelled
ORD01226,P00541,Compact Running Shoes (Red),Footwear,5,Medium,2026-07-14 13:25,Customer-14478,Pending
ORD01227,P00521,Premium Router (Blue),Electronics,4,Low,2026-07-19 23:59,Customer-19176,Cancelled
ORD01228,P00111,Standard Charger (Black),Electronics,8,Medium,2026-07-28 16:47,Customer-12370,Picked
ORD01229,P00025,Max Sunglasses (Grey),Accessories,5,High,2026-08-11 16:12,Customer-18623,Picking
ORD01230,P00047,Deluxe Backpack (Red),Accessories,6,Urgent,2026-07-19 04:54,Customer-10909,Shipped
ORD01231,P00521,Premium Router (Blue),Electronics,8,Low,2026-08-08 22:33,Customer-15454,Picked
ORD01232,P00001,Lite Wireless Mouse (Red),Electronics,6,High,2026-07-04 03:30,Customer-15221,Shipped
ORD01233,P00653,Max Keyboard (White),Electronics,7,Urgent,2026-08-27 13:15,Customer-13603,Shipped
ORD01234,P00464,Pro Marker Pack (Red),Stationery,4,Low,2026-07-20 00:31,Customer-11113,Picked
ORD01235,P00186,Compact Charger (Blue),Electronics,8,Medium,2026-07-24 01:07,Customer-11385,Picked
ORD01236,P00783,Plus File Folder (Blue),Stationery,7,High,2026-07-09 11:29,Customer-12454,Cancelled
ORD01237,P00324,Standard Webcam (Green),Electronics,7,Urgent,2026-08-09 18:03,Customer-14509,Cancelled
ORD01238,P00788,Compact Monitor (Blue),Electronics,5,High,2026-07-15 05:21,Customer-16825,Picked
ORD01239,P00559,Classic Belt (Grey),Accessories,2,Low,2026-08-01 03:09,Customer-18642,Picking
ORD01240,P00713,Pro Slippers (Grey),Footwear,6,Low,2026-08-10 22:10,Customer-17767,Picking
ORD01241,P00062,Max HDMI Cable (Blue),Electronics,2,Medium,2026-08-05 05:01,Customer-16406,Pending
ORD01242,P00082,Mini Cap (Silver),Accessories,5,Urgent,2026-08-14 20:06,Customer-19756,Shipped
ORD01243,P00314,Premium Stapler (Black),Stationery,1,Urgent,2026-07-03 08:02,Customer-19636,Picking
ORD01244,P00336,Classic Stapler (Blue),Stationery,4,Medium,2026-08-07 12:43,Customer-19838,Shipped
ORD01245,P00130,Max Smart Watch (White),Electronics,4,Low,2026-08-10 14:32,Customer-17824,Shipped
ORD01246,P00392,Max Sunglasses (Green),Accessories,5,Urgent,2026-07-30 21:35,Customer-12196,Picking
ORD01247,P00305,Classic Hiking Boots (Grey),Footwear,2,Medium,2026-08-12 21:07,Customer-15645,Pending
ORD01248,P00198,Deluxe Sandals (Grey),Footwear,5,Urgent,2026-08-11 02:45,Customer-12092,Cancelled
ORD01249,P00664,Premium Sports Shoes (Beige),Footwear,7,Medium,2026-07-15 20:54,Customer-17070,Picked
ORD01250,P00186,Compact Charger (Blue),Electronics,4,Low,2026-08-21 21:20,Customer-17842,Picked
ORD01251,P00398,Standard Water Bottle (Green),Home,8,Medium,2026-07-17 06:28,Customer-14125,Picked
ORD01252,P00691,Deluxe Travel Pouch (White),Accessories,1,High,2026-07-24 12:36,Customer-14996,Cancelled
ORD01253,P00650,Deluxe Marker Pack (Beige),Stationery,4,Low,2026-08-16 10:28,Customer-15918,Cancelled
ORD01254,P00367,Pro Sticky Notes (Blue),Stationery,4,Low,2026-07-30 23:13,Customer-14888,Picking
ORD01255,P00186,Compact Charger (Blue),Electronics,5,Low,2026-07-05 11:14,Customer-10550,Picked
ORD01256,P00264,Mini Curtain (Red),Home,8,Low,2026-07-24 15:54,Customer-15866,Cancelled
ORD01257,P00726,Max Storage Box (Beige),Home,1,Urgent,2026-07-19 06:50,Customer-19211,Shipped
ORD01258,P00395,Compact Calculator (Black),Stationery,3,Low,2026-08-25 05:18,Customer-11022,Picked
ORD01259,P00246,Max File Folder (Beige),Stationery,6,High,2026-08-16 13:15,Customer-18510,Shipped
ORD01260,P00065,Lite Keyboard (Silver),Electronics,4,Medium,2026-08-02 03:32,Customer-14366,Picking
ORD01261,P00026,Deluxe File Folder (Beige),Stationery,8,High,2026-07-12 23:09,Customer-18996,Picked
ORD01262,P00319,Compact Curtain (Grey),Home,3,Medium,2026-07-25 14:30,Customer-10994,Picking
ORD01263,P00631,Max Running Shoes (Silver),Footwear,1,Medium,2026-07-24 14:57,Customer-16951,Cancelled
ORD01264,P00538,Max Umbrella (Red),Accessories,1,Low,2026-08-05 01:33,Customer-16562,Picking
ORD01265,P00262,Mini Sticky Notes (Blue),Stationery,3,Low,2026-08-29 19:36,Customer-12712,Picked
ORD01266,P00450,Classic Highlighter Set (Blue),Stationery,2,Urgent,2026-08-12 08:34,Customer-15750,Shipped
ORD01267,P00564,Lite Bed Sheet Set (White),Home,4,Low,2026-08-11 12:22,Customer-18798,Pending
ORD01268,P00350,Lite USB-C Cable (Red),Electronics,2,Low,2026-08-07 00:18,Customer-12569,Pending
ORD01269,P00759,Plus Wallet (Grey),Accessories,4,Low,2026-08-14 11:46,Customer-17761,Pending
ORD01270,P00241,Classic Stapler (Grey),Stationery,8,High,2026-08-18 00:25,Customer-11033,Picked
ORD01271,P00021,Max Backpack (Black),Accessories,4,Urgent,2026-08-28 05:40,Customer-19325,Pending
ORD01272,P00408,Mini Bed Sheet Set (Beige),Home,7,Urgent,2026-08-08 16:46,Customer-16950,Picking
ORD01273,P00319,Compact Curtain (Grey),Home,7,Low,2026-08-30 03:58,Customer-17856,Shipped
ORD01274,P00177,Compact Notebook (Red),Stationery,3,High,2026-07-07 22:01,Customer-15112,Shipped
ORD01275,P00584,Standard Candle Holder (White),Home,3,High,2026-08-27 06:26,Customer-14221,Shipped
ORD01276,P00415,Premium Storage Box (Silver),Home,7,Low,2026-08-29 08:52,Customer-10694,Shipped
ORD01277,P00105,Standard Travel Pouch (Green),Accessories,8,Urgent,2026-08-05 17:15,Customer-14385,Cancelled
ORD01278,P00682,Standard Wall Clock (Green),Home,6,Low,2026-08-21 22:53,Customer-19989,Picking
ORD01279,P00342,Deluxe Handbag (White),Accessories,6,High,2026-08-11 12:22,Customer-13150,Picked
ORD01280,P00155,Pro Belt (Black),Accessories,1,Urgent,2026-08-24 09:35,Customer-13098,Picked
ORD01281,P00777,Lite Tablet Stand (Red),Electronics,4,Low,2026-07-07 09:18,Customer-13918,Picked
ORD01282,P00350,Lite USB-C Cable (Red),Electronics,3,Medium,2026-07-25 12:28,Customer-17836,Pending
ORD01283,P00068,Compact Router (Black),Electronics,6,High,2026-08-01 11:32,Customer-12961,Pending
ORD01284,P00571,Compact Tablet Stand (Red),Electronics,6,Urgent,2026-07-11 07:27,Customer-17284,Pending
ORD01285,P00619,Premium Table Lamp (Green),Home,8,Urgent,2026-07-01 04:12,Customer-17123,Shipped
ORD01286,P00484,Lite Bed Sheet Set (Grey),Home,7,High,2026-08-29 10:50,Customer-11916,Picking
ORD01287,P00100,Standard Formal Shoes (Black),Footwear,5,Medium,2026-08-05 14:34,Customer-13994,Cancelled
ORD01288,P00202,Standard Keychain (Grey),Accessories,7,Medium,2026-07-18 13:58,Customer-12643,Picked
ORD01289,P00331,Deluxe Wallet (Red),Accessories,4,Medium,2026-07-01 17:43,Customer-14011,Picking
ORD01290,P00712,Plus Sticky Notes (Green),Stationery,2,Urgent,2026-07-16 21:55,Customer-11642,Picking
ORD01291,P00346,Compact Belt (White),Accessories,7,Low,2026-07-28 07:09,Customer-15365,Cancelled
ORD01292,P00071,Mini Pen Set (White),Stationery,6,Low,2026-07-27 14:23,Customer-17720,Pending
ORD01293,P00239,Compact Hiking Boots (Blue),Footwear,8,Urgent,2026-07-09 16:10,Customer-15904,Shipped
ORD01294,P00546,Classic Cap (White),Accessories,3,Medium,2026-08-29 21:18,Customer-19041,Picking
ORD01295,P00192,Classic Backpack (Grey),Accessories,2,Medium,2026-07-04 17:48,Customer-13545,Picked
ORD01296,P00314,Premium Stapler (Black),Stationery,7,High,2026-08-03 18:14,Customer-16488,Shipped
ORD01297,P00631,Max Running Shoes (Silver),Footwear,4,Low,2026-08-16 10:45,Customer-18201,Shipped
ORD01298,P00241,Classic Stapler (Grey),Stationery,5,Medium,2026-08-08 04:05,Customer-15069,Cancelled
ORD01299,P00520,Deluxe Keychain (Red),Accessories,1,Low,2026-07-11 15:44,Customer-13178,Picking
ORD01300,P00423,Classic Watch Strap (Green),Accessories,4,High,2026-08-10 19:41,Customer-10444,Shipped
ORD01301,P00727,Premium Calculator (Beige),Stationery,5,High,2026-07-03 02:17,Customer-19511,Picked
ORD01302,P00151,Standard Power Bank (Green),Electronics,3,Urgent,2026-08-26 01:39,Customer-11467,Cancelled
ORD01303,P00180,Pro Water Bottle (Grey),Home,8,Medium,2026-07-25 05:51,Customer-13481,Picked
ORD01304,P00052,Premium Desk Organizer (Red),Stationery,8,High,2026-08-09 05:14,Customer-10979,Cancelled
ORD01305,P00593,Premium Notebook (Black),Stationery,8,High,2026-07-19 20:18,Customer-11944,Pending
ORD01306,P00142,Classic Curtain (Beige),Home,4,High,2026-07-02 16:27,Customer-19700,Cancelled
ORD01307,P00518,Pro Handbag (Beige),Accessories,1,Urgent,2026-07-18 11:21,Customer-16047,Pending
ORD01308,P00800,Compact Wall Clock (White),Home,6,Medium,2026-08-30 15:55,Customer-14883,Shipped
ORD01309,P00437,Plus Boots (Black),Footwear,7,Urgent,2026-07-08 03:45,Customer-16361,Cancelled
ORD01310,P00036,Deluxe Travel Pouch (Red),Accessories,1,Medium,2026-07-22 14:47,Customer-10504,Pending
ORD01311,P00335,Deluxe Desk Organizer (Black),Stationery,7,Urgent,2026-07-25 14:01,Customer-11298,Picking
ORD01312,P00122,Deluxe Travel Pouch (Green),Accessories,4,High,2026-07-25 23:00,Customer-16820,Pending
ORD01313,P00367,Pro Sticky Notes (Blue),Stationery,5,High,2026-08-14 22:17,Customer-13043,Pending
ORD01314,P00754,Mini Desk Organizer (Silver),Stationery,2,Medium,2026-07-10 19:19,Customer-14359,Cancelled
ORD01315,P00341,Mini Photo Frame (Green),Home,3,Urgent,2026-08-26 09:12,Customer-17765,Cancelled
ORD01316,P00754,Mini Desk Organizer (Silver),Stationery,7,Urgent,2026-07-10 19:24,Customer-19867,Pending
ORD01317,P00241,Classic Stapler (Grey),Stationery,5,Urgent,2026-08-04 12:32,Customer-18029,Shipped
ORD01318,P00325,Mini Handbag (Silver),Accessories,3,Urgent,2026-08-21 18:57,Customer-16039,Cancelled
ORD01319,P00310,Compact Sports Shoes (White),Footwear,4,Low,2026-08-19 08:05,Customer-10410,Cancelled
ORD01320,P00028,Classic Earbuds (White),Electronics,7,Urgent,2026-07-07 18:48,Customer-11759,Pending
ORD01321,P00349,Standard USB-C Cable (Black),Electronics,4,Low,2026-08-30 05:21,Customer-10295,Cancelled
ORD01322,P00395,Compact Calculator (Black),Stationery,4,Medium,2026-07-27 13:51,Customer-15962,Picking
ORD01323,P00671,Mini Umbrella (White),Accessories,8,High,2026-07-25 06:43,Customer-12066,Pending
ORD01324,P00004,Max USB-C Cable (Black),Electronics,7,Urgent,2026-08-23 02:26,Customer-11909,Picked
ORD01325,P00202,Standard Keychain (Grey),Accessories,4,Urgent,2026-07-31 11:18,Customer-15878,Picking
ORD01326,P00184,Lite Wall Clock (Grey),Home,7,High,2026-08-01 07:14,Customer-15050,Cancelled
ORD01327,P00560,Premium Cushion (Grey),Home,1,Medium,2026-08-21 02:53,Customer-19763,Shipped
ORD01328,P00045,Premium Photo Frame (Silver),Home,7,Medium,2026-07-25 02:18,Customer-19033,Picked
ORD01329,P00331,Deluxe Wallet (Red),Accessories,2,Low,2026-08-02 10:17,Customer-19341,Picking
ORD01330,P00167,Standard Tablet Stand (Silver),Electronics,1,Medium,2026-07-26 17:49,Customer-17380,Picked
ORD01331,P00103,Max Monitor (Beige),Electronics,4,Medium,2026-07-08 07:58,Customer-13260,Cancelled
ORD01332,P00101,Max Cushion (Silver),Home,1,High,2026-08-27 01:11,Customer-18406,Cancelled
ORD01333,P00076,Plus Belt (Red),Accessories,7,Low,2026-08-06 02:03,Customer-17218,Pending
ORD01334,P00640,Pro Boots (Black),Footwear,3,Urgent,2026-08-02 19:01,Customer-18312,Picked
ORD01335,P00693,Classic Hiking Boots (Beige),Footwear,7,Urgent,2026-08-15 21:38,Customer-14278,Picking
ORD01336,P00621,Max Router (Blue),Electronics,3,Urgent,2026-07-24 16:54,Customer-10535,Cancelled
ORD01337,P00694,Pro Watch Strap (Black),Accessories,3,Medium,2026-08-30 02:28,Customer-18844,Picked
ORD01338,P00496,Compact Slippers (Silver),Footwear,4,Urgent,2026-08-16 18:40,Customer-13141,Shipped
ORD01339,P00025,Max Sunglasses (Grey),Accessories,8,Low,2026-07-20 12:15,Customer-13377,Pending
ORD01340,P00158,Deluxe Table Lamp (Red),Home,6,Low,2026-07-05 17:02,Customer-19287,Picked
ORD01341,P00532,Lite Boots (Red),Footwear,4,Urgent,2026-08-02 07:01,Customer-17486,Picked
ORD01342,P00533,Premium Photo Frame (Green),Home,2,High,2026-08-11 18:09,Customer-14199,Pending
ORD01343,P00741,Deluxe Stapler (Blue),Stationery,6,Urgent,2026-08-23 22:23,Customer-14485,Pending
ORD01344,P00328,Deluxe Notebook (Green),Stationery,2,Urgent,2026-07-06 05:09,Customer-13977,Shipped
ORD01345,P00077,Mini Watch Strap (Grey),Accessories,1,Urgent,2026-08-14 23:44,Customer-10609,Picked
ORD01346,P00528,Premium Scissors (Beige),Stationery,5,Urgent,2026-08-02 13:39,Customer-12214,Picking
ORD01347,P00682,Standard Wall Clock (Green),Home,2,Urgent,2026-07-23 19:57,Customer-19546,Picked
ORD01348,P00695,Max Power Bank (Red),Electronics,3,Medium,2026-07-30 14:45,Customer-15354,Picking
ORD01349,P00717,Deluxe Keychain (White),Accessories,7,High,2026-08-22 01:57,Customer-15295,Picked
ORD01350,P00442,Standard Table Lamp (Blue),Home,5,Medium,2026-07-08 03:05,Customer-11656,Picking
